label,caption,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
bus,"A passenger bus that is leaning to the right.",0.62,0.33,0.21,0.24,0.33,0.39,0.37,0.36,0.35,0.29,0.26,0.27,0.28,0.82,0.95,0.94,0.57,0.27,0.21,0.23,0.32,0.38,0.38,0.39,0.39,0.4,0.27,0.24,0.24,0.8,1.0,0.95,0.6,0.25,0.22,0.2,0.29,0.36,0.36,0.39,0.44,0.52,0.28,0.22,0.25,0.68,0.69,0.66,0.62,0.48,0.45,0.42,0.42,0.41,0.4,0.4,0.42,0.45,0.25,0.2,0.23,0.56,0.55,0.59,0.57,0.47,0.49,0.49,0.49,0.47,0.49,0.47,0.48,0.47,0.46,0.44,0.42,0.55,0.51,0.47,0.6,0.45,0.44,0.46,0.47,0.56,0.51,0.51,0.5,0.48,0.49,0.49,0.51,0.56,0.37,0.47,0.62,0.64,0.63,0.59,0.62,0.65,0.55,0.65,0.59,0.51,0.53,0.47,0.62,0.59,0.47,0.51,0.44,0.37,0.4,0.51,0.55,0.55,0.52,0.6,0.64,0.64,0.63,0.64,0.73,0.52,0.31,0.35,0.28,0.19,0.18,0.28,0.33,0.39,0.29,0.32,0.42,0.45,0.38,0.31,0.47,0.35,0.17,0.14,0.2,0.24,0.24,0.19,0.22,0.31,0.34,0.35,0.25,0.22,0.22,0.19,0.3,0.4,0.3,0.15,0.36,0.36,0.33,0.36,0.34,0.29,0.27,0.27,0.25,0.22,0.25,0.24,0.23,0.24,0.16,0.15,0.18,0.24,0.23,0.32,0.35,0.34,0.37,0.38,0.37,0.33,0.29,0.28,0.34,0.39,0.34,0.31,0.05,0.06,0.07,0.0,0.02,0.04,0.04,0.05,0.07,0.1,0.11,0.17,0.34,0.46,0.47,0.46,0.16,0.1,0.22,0.22,0.09,0.13,0.15,0.17,0.2,0.23,0.27,0.3,0.34,0.42,0.46,0.47,0.24,0.19,0.29,0.61,0.39,0.22,0.26,0.27,0.28,0.29,0.33,0.33,0.35,0.38,0.4,0.44,0.29,0.27,0.24,0.45,0.65,0.39,0.25,0.28,0.29,0.3,0.31,0.32,0.33,0.33,0.37,0.44
bus,"A woman holding an umbrella and walking beside a bus.",0.82,0.83,0.88,0.78,0.78,0.76,0.74,0.75,0.73,0.42,0.22,0.28,0.25,0.22,0.24,0.16,0.34,0.42,0.58,0.48,0.4,0.51,0.5,0.46,0.49,0.45,0.24,0.18,0.21,0.19,0.15,0.14,0.59,0.61,0.62,0.23,0.15,0.35,0.73,0.67,0.7,0.69,0.68,0.67,0.65,0.67,0.34,0.38,0.64,0.55,0.55,0.39,0.31,0.37,0.77,0.74,0.76,0.77,0.71,0.69,0.67,0.67,0.64,0.47,0.52,0.04,0.38,0.53,0.64,0.48,0.53,0.76,0.7,0.71,0.65,0.59,0.6,0.66,0.65,0.53,0.25,0.0,0.38,0.4,0.54,0.35,0.33,0.83,0.71,0.7,0.63,0.57,0.58,0.67,0.69,0.34,0.09,0.04,0.31,0.43,0.27,0.22,0.24,0.74,0.76,0.73,0.68,0.62,0.62,0.75,0.69,0.36,0.04,0.13,0.44,0.65,0.44,0.47,0.57,0.57,0.56,0.59,0.58,0.49,0.58,0.72,0.68,0.64,0.04,0.17,0.5,0.77,0.72,0.83,0.67,0.65,0.69,0.65,0.62,0.56,0.61,0.56,0.61,0.55,0.04,0.11,0.47,0.76,0.76,0.85,0.8,0.79,0.77,0.72,0.73,0.56,0.43,0.55,0.7,0.66,0.34,0.22,0.55,0.61,0.68,0.78,0.72,0.77,0.8,0.78,0.8,0.64,0.56,0.72,0.73,0.74,0.4,0.32,0.22,0.34,0.16,0.37,0.2,0.2,0.36,0.5,0.58,0.58,0.53,0.33,0.27,0.32,0.18,0.2,0.06,0.27,0.09,0.27,0.17,0.03,0.1,0.13,0.09,0.13,0.27,0.31,0.16,0.2,0.15,0.15,0.11,0.32,0.23,0.39,0.24,0.11,0.15,0.13,0.11,0.08,0.07,0.11,0.09,0.09,0.18,0.17,0.12,0.33,0.31,0.24,0.31,0.17,0.19,0.19,0.18,0.16,0.07,0.06,0.08,0.05,0.19,0.19,0.18,0.25,0.28,0.26,0.26,0.25,0.29,0.31,0.31,0.27,0.24,0.16,0.11,0.09
bus,"Many people are waiting for a bus at the bus terminal.",0.35,0.05,0.1,0.22,0.24,0.89,0.97,0.91,0.99,0.5,0.17,0.22,0.24,0.68,0.95,0.88,0.85,0.62,0.33,0.16,0.25,0.49,0.84,0.92,0.89,0.84,0.4,0.24,0.34,0.69,0.96,0.96,0.78,0.81,0.8,0.41,0.29,0.36,0.48,0.69,0.89,0.97,0.96,0.48,0.49,0.71,0.93,0.86,0.45,0.63,0.72,0.6,0.31,0.5,0.2,0.24,0.49,0.53,0.51,0.37,0.27,0.34,0.39,0.36,0.49,0.66,0.58,0.41,0.19,0.33,0.46,0.51,0.36,0.21,0.25,0.7,0.62,0.22,0.51,0.83,0.47,0.44,0.48,0.34,0.33,0.41,0.43,0.55,0.45,0.47,0.49,0.61,0.58,0.42,0.5,0.64,0.44,0.46,0.49,0.42,0.36,0.62,0.55,0.43,0.49,0.26,0.49,0.56,0.55,0.75,0.77,0.69,0.37,0.45,0.64,0.5,0.35,0.27,0.4,0.6,0.58,0.36,0.56,0.62,0.69,0.69,0.8,0.78,0.15,0.33,0.54,0.39,0.37,0.07,0.18,0.53,0.35,0.22,0.44,0.51,0.79,0.68,0.55,0.54,0.22,0.21,0.27,0.21,0.13,0.08,0.15,0.28,0.11,0.14,0.18,0.27,0.42,0.49,0.34,0.24,0.18,0.13,0.27,0.21,0.11,0.09,0.13,0.24,0.13,0.29,0.31,0.45,0.67,0.72,0.69,0.73,0.13,0.13,0.31,0.33,0.18,0.18,0.2,0.35,0.27,0.42,0.21,0.19,0.8,0.82,0.85,0.84,0.25,0.24,0.29,0.23,0.23,0.25,0.23,0.18,0.33,0.51,0.27,0.13,0.75,0.75,0.78,0.81,0.25,0.25,0.21,0.13,0.15,0.12,0.1,0.32,0.51,0.5,0.38,0.44,0.77,0.69,0.68,0.69,0.11,0.1,0.09,0.08,0.05,0.1,0.35,0.45,0.46,0.55,0.49,0.5,0.75,0.72,0.57,0.65,0.08,0.07,0.04,0.04,0.11,0.35,0.38,0.41,0.57,0.65,0.54,0.46,0.74,0.69,0.53,0.72
bus,"A group of people in blue jackets boarding a long white bus.",0.94,0.96,0.97,0.96,1.0,0.98,0.89,0.84,0.82,0.79,0.73,0.87,1.0,1.0,1.0,1.0,0.92,0.94,0.95,0.99,0.62,0.33,0.38,0.27,0.22,0.28,0.39,0.34,0.71,0.97,1.0,1.0,0.88,0.89,0.92,0.85,0.29,0.33,0.42,0.0,0.0,0.04,0.14,0.14,0.75,0.96,1.0,1.0,0.8,0.77,0.78,0.42,0.34,0.28,0.46,0.47,0.15,0.0,0.0,0.09,0.78,0.91,0.99,1.0,0.75,0.67,0.63,0.26,0.05,0.45,0.69,0.59,0.31,0.48,0.22,0.18,0.87,0.73,0.89,1.0,0.71,0.65,0.49,0.41,0.37,0.4,0.37,0.2,0.31,0.26,0.21,0.28,0.47,0.78,0.94,0.99,0.68,0.62,0.45,0.42,0.29,0.3,0.58,0.36,0.27,0.11,0.31,0.43,0.36,0.69,0.86,0.94,0.63,0.57,0.38,0.29,0.31,0.28,0.34,0.26,0.05,0.21,0.22,0.44,0.42,0.51,0.5,1.0,0.58,0.48,0.22,0.22,0.29,0.29,0.28,0.28,0.27,0.3,0.26,0.46,0.29,0.22,0.29,0.83,0.52,0.42,0.38,0.11,0.04,0.07,0.1,0.13,0.15,0.17,0.33,0.57,0.25,0.2,0.36,0.62,0.52,0.43,0.38,0.54,0.5,0.47,0.39,0.35,0.33,0.42,0.66,0.73,0.08,0.29,0.27,0.33,0.33,0.2,0.33,0.27,0.22,0.27,0.38,0.46,0.48,0.36,0.43,0.64,0.05,0.27,0.25,0.35,0.01,0.0,0.4,0.68,0.3,0.0,0.0,0.09,0.2,0.15,0.66,0.68,0.03,0.0,0.22,0.53,0.13,0.13,0.04,0.06,0.09,0.01,0.01,0.57,0.82,0.84,0.98,0.61,0.02,0.03,0.18,0.49,0.17,0.15,0.13,0.09,0.04,0.04,0.02,0.04,0.07,0.12,0.2,0.13,0.05,0.13,0.22,0.41,0.16,0.15,0.15,0.16,0.1,0.07,0.09,0.08,0.05,0.03,0.0,0.06,0.13,0.2,0.28,0.35
bus,"The library bus has many colorful books painted on it.",0.35,0.43,0.45,0.45,0.5,0.52,0.52,0.53,0.53,0.55,0.65,0.67,0.67,0.62,0.65,0.53,0.32,0.29,0.49,0.52,0.51,0.53,0.53,0.53,0.6,0.65,0.63,0.65,0.65,0.6,0.57,0.57,0.3,0.37,0.47,0.46,0.47,0.49,0.49,0.49,0.51,0.59,0.62,0.62,0.64,0.71,0.61,0.54,0.36,0.46,0.41,0.34,0.32,0.31,0.35,0.35,0.35,0.43,0.47,0.52,0.46,0.41,0.44,0.35,0.33,0.46,0.4,0.43,0.41,0.3,0.31,0.3,0.31,0.34,0.35,0.46,0.42,0.42,0.53,0.37,0.22,0.31,0.36,0.33,0.31,0.33,0.42,0.37,0.36,0.37,0.5,0.44,0.45,0.56,0.41,0.22,0.36,0.25,0.33,0.33,0.29,0.27,0.33,0.3,0.3,0.37,0.62,0.4,0.39,0.58,0.3,0.2,0.51,0.35,0.24,0.2,0.12,0.17,0.23,0.32,0.29,0.31,0.32,0.38,0.44,0.53,0.31,0.27,0.79,0.49,0.23,0.26,0.32,0.41,0.45,0.58,0.56,0.48,0.47,0.48,0.51,0.58,0.48,0.33,0.81,0.67,0.47,0.53,0.38,0.24,0.37,0.38,0.36,0.35,0.32,0.2,0.43,0.48,0.51,0.45,0.67,0.65,0.42,0.33,0.33,0.36,0.42,0.48,0.52,0.56,0.62,0.69,0.69,0.71,0.73,0.66,0.7,0.69,0.7,0.73,0.76,0.76,0.75,0.76,0.75,0.74,0.73,0.71,0.72,0.72,0.7,0.63,0.67,0.68,0.74,0.7,0.66,0.65,0.65,0.66,0.65,0.65,0.65,0.65,0.67,0.66,0.66,0.61,0.67,0.67,0.71,0.75,0.71,0.68,0.7,0.69,0.67,0.67,0.68,0.65,0.63,0.63,0.67,0.62,0.65,0.65,0.65,0.66,0.67,0.69,0.67,0.67,0.69,0.69,0.7,0.7,0.69,0.67,0.66,0.65,0.66,0.67,0.67,0.67,0.67,0.66,0.67,0.67,0.67,0.67,0.67,0.6,0.56,0.61,0.58,0.55
bus,"A double decker bus driving down a city street.",0.2,0.19,0.24,0.33,0.23,0.32,0.29,0.32,0.37,0.58,0.99,1.0,1.0,1.0,1.0,1.0,0.15,0.22,0.21,0.25,0.13,0.22,0.27,0.26,0.29,0.4,0.78,0.94,1.0,1.0,1.0,1.0,0.13,0.2,0.25,0.32,0.33,0.34,0.36,0.15,0.3,0.5,0.44,0.56,0.99,1.0,1.0,0.88,0.24,0.28,0.2,0.27,0.22,0.18,0.24,0.09,0.33,0.44,0.48,0.52,0.96,0.91,0.65,0.71,0.29,0.33,0.31,0.27,0.12,0.16,0.31,0.21,0.34,0.34,0.58,0.7,1.0,0.96,0.69,0.99,0.26,0.64,0.76,0.33,0.2,0.31,0.54,0.5,0.55,0.6,0.66,0.48,0.71,0.88,0.8,0.66,0.75,0.55,0.58,0.38,0.48,0.6,0.59,0.48,0.53,0.51,0.65,0.6,0.53,0.54,0.46,0.35,0.72,0.4,0.43,0.42,0.44,0.36,0.24,0.15,0.04,0.15,0.69,0.56,0.57,0.64,0.44,0.29,0.24,0.27,0.57,0.48,0.13,0.0,0.07,0.15,0.21,0.45,0.53,0.25,0.25,0.31,0.57,0.42,0.2,0.08,0.36,0.58,0.39,0.51,0.78,0.75,0.8,0.91,0.41,0.16,0.18,0.11,0.56,0.57,0.27,0.29,0.28,0.42,0.69,0.82,0.68,0.49,0.45,0.43,0.41,0.37,0.2,0.15,0.41,0.55,0.27,0.1,0.08,0.12,0.11,0.02,0.0,0.0,0.08,0.24,0.26,0.26,0.27,0.26,0.37,0.56,0.31,0.04,0.13,0.25,0.26,0.25,0.27,0.37,0.41,0.47,0.46,0.25,0.22,0.21,0.38,0.6,0.25,0.19,0.24,0.43,0.72,0.96,1.0,0.71,0.85,1.0,0.6,0.59,0.6,0.56,0.38,0.4,0.36,0.2,0.15,0.11,0.12,0.2,0.56,0.26,0.4,0.76,0.37,0.18,0.34,0.34,0.5,0.64,0.74,0.69,0.63,0.6,0.57,0.5,0.43,0.47,0.41,0.39,0.38,0.35,0.41,0.47,0.56,0.55
bus,"some cars a red bus and a blue bus",0.81,0.81,0.83,0.83,0.82,0.82,0.81,0.82,0.82,0.8,0.76,0.81,0.8,0.78,0.78,0.79,0.94,0.95,0.96,0.96,0.99,0.98,0.98,0.98,0.95,0.92,0.87,0.94,0.9,0.81,0.8,0.73,0.98,0.98,0.96,0.96,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.96,0.73,0.59,0.5,0.43,0.77,0.73,0.94,0.9,1.0,1.0,1.0,1.0,1.0,0.95,1.0,0.91,0.36,0.35,0.44,0.43,0.44,0.76,0.94,0.89,0.94,0.84,0.68,0.57,0.55,0.53,0.58,0.67,0.42,0.35,0.35,0.29,0.44,0.83,0.72,0.53,0.47,0.42,0.33,0.29,0.34,0.38,0.38,0.4,0.4,0.28,0.28,0.22,0.52,0.56,0.37,0.38,0.39,0.4,0.4,0.33,0.31,0.47,0.79,0.51,0.23,0.26,0.15,0.08,0.56,0.62,0.61,0.65,0.65,0.65,0.58,0.55,0.45,0.43,0.76,0.52,0.27,0.26,0.18,0.15,0.44,0.57,0.54,0.49,0.53,0.48,0.39,0.36,0.45,0.45,0.46,0.29,0.2,0.2,0.22,0.22,0.2,0.31,0.23,0.25,0.25,0.18,0.22,0.37,0.49,0.51,0.42,0.2,0.09,0.1,0.14,0.1,0.13,0.14,0.17,0.09,0.12,0.12,0.15,0.17,0.25,0.27,0.11,0.13,0.13,0.05,0.15,0.19,0.33,0.35,0.34,0.31,0.29,0.27,0.26,0.27,0.29,0.26,0.22,0.23,0.2,0.15,0.13,0.12,0.49,0.53,0.53,0.5,0.5,0.52,0.51,0.49,0.49,0.49,0.47,0.45,0.43,0.4,0.38,0.33,0.45,0.45,0.45,0.46,0.46,0.48,0.5,0.46,0.45,0.46,0.45,0.44,0.43,0.42,0.44,0.45,0.45,0.45,0.45,0.45,0.46,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.49,0.46,0.42,0.4,0.47,0.45,0.45,0.44,0.44,0.44,0.45,0.45,0.44,0.45,0.44,0.43,0.47,0.51,0.53,0.49
bus,"One woman standing behind large specialized bus in mountains by glacier.",0.9,0.91,0.91,0.92,0.93,0.93,0.94,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.95,0.85,0.82,0.82,0.85,0.85,0.89,0.92,0.94,0.95,0.95,0.93,0.93,0.93,0.93,0.93,0.93,0.59,0.53,0.51,0.71,0.89,0.92,0.94,0.94,0.93,0.94,0.95,0.96,0.95,0.94,0.92,0.91,0.47,0.48,0.49,0.53,0.74,0.79,0.83,0.88,0.91,0.93,0.94,0.95,0.94,0.92,0.9,0.89,0.5,0.49,0.52,0.51,0.53,0.68,0.68,0.68,0.8,0.86,0.87,0.89,0.9,0.91,0.9,0.87,0.46,0.47,0.45,0.47,0.5,0.58,0.72,0.74,0.69,0.8,0.83,0.93,0.96,0.98,0.98,0.98,0.29,0.33,0.36,0.35,0.36,0.39,0.43,0.5,0.53,0.56,0.61,0.73,0.91,0.93,0.93,0.9,0.17,0.29,0.4,0.44,0.43,0.44,0.47,0.38,0.4,0.43,0.35,0.3,0.56,0.93,0.88,0.78,0.24,0.24,0.47,0.61,0.73,0.71,0.57,0.76,0.62,0.38,0.4,0.34,0.41,0.82,0.8,0.63,0.22,0.23,0.12,0.07,0.53,0.64,0.35,0.79,0.5,0.07,0.12,0.17,0.24,0.33,0.35,0.36,0.11,0.02,0.02,0.22,0.31,0.45,0.17,0.15,0.06,0.14,0.05,0.22,0.35,0.39,0.35,0.35,0.23,0.08,0.1,0.16,0.31,0.36,0.3,0.22,0.27,0.31,0.32,0.4,0.49,0.5,0.51,0.51,0.43,0.45,0.46,0.47,0.49,0.5,0.53,0.56,0.55,0.55,0.55,0.53,0.51,0.5,0.49,0.47,0.44,0.46,0.47,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.48,0.47,0.46,0.45,0.43,0.4,0.41,0.42,0.43,0.44,0.44,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.42,0.36,0.38,0.39,0.41,0.42,0.42,0.43,0.44,0.45,0.44,0.44,0.43,0.43,0.42,0.42,0.4
bus,"a red double decker bus going down the road with a lot of pedestrians on the side",0.66,0.75,0.82,0.74,0.75,0.73,0.53,0.44,0.55,0.65,0.42,0.27,0.2,0.28,0.23,0.44,0.44,0.35,0.42,0.46,0.44,0.41,0.38,0.37,0.37,0.36,0.32,0.22,0.21,0.25,0.23,0.43,0.31,0.27,0.27,0.4,0.43,0.4,0.36,0.37,0.36,0.34,0.25,0.15,0.13,0.2,0.21,0.38,0.35,0.32,0.27,0.34,0.32,0.28,0.35,0.33,0.36,0.35,0.31,0.27,0.36,0.33,0.21,0.34,0.24,0.26,0.38,0.44,0.44,0.45,0.35,0.34,0.38,0.35,0.31,0.24,0.44,0.43,0.15,0.34,0.25,0.27,0.52,0.6,0.6,0.49,0.31,0.22,0.23,0.24,0.27,0.33,0.58,0.64,0.33,0.31,0.33,0.24,0.45,0.5,0.48,0.48,0.6,0.4,0.18,0.2,0.35,0.55,0.58,0.48,0.46,0.36,0.24,0.31,0.54,0.43,0.41,0.47,0.55,0.53,0.33,0.36,0.39,0.44,0.65,0.5,0.52,0.42,0.48,0.6,0.5,0.5,0.52,0.51,0.52,0.55,0.52,0.68,0.56,0.6,0.56,0.71,0.44,0.18,0.56,0.56,0.5,0.39,0.42,0.38,0.67,0.77,0.67,0.64,0.64,0.55,0.37,0.56,0.65,0.15,0.65,0.65,0.51,0.41,0.46,0.47,0.48,0.41,0.44,0.43,0.38,0.35,0.39,0.33,0.71,0.35,0.56,0.55,0.58,0.61,0.61,0.44,0.09,0.06,0.24,0.53,0.61,0.61,0.41,0.04,0.4,0.62,0.58,0.63,0.62,0.56,0.61,0.18,0.03,0.07,0.0,0.27,0.69,0.71,0.45,0.1,0.54,0.73,0.56,0.59,0.62,0.69,0.68,0.14,0.04,0.06,0.04,0.12,0.56,0.66,0.42,0.0,0.47,0.76,0.7,0.74,0.71,0.68,0.62,0.23,0.04,0.05,0.0,0.27,0.7,0.75,0.52,0.24,0.43,0.88,0.73,0.65,0.62,0.62,0.66,0.41,0.07,0.04,0.08,0.55,0.79,0.62,0.33,0.54,0.71,0.9
bus,"A school bus in the street behind other cars.",0.72,0.69,0.67,0.69,0.7,0.75,0.64,0.33,0.3,0.44,0.7,0.73,0.71,0.75,0.7,0.58,0.74,0.75,0.74,0.74,0.76,0.8,0.53,0.25,0.28,0.39,0.72,0.87,0.78,0.71,0.59,0.55,0.68,0.74,0.77,0.78,0.76,0.73,0.42,0.29,0.32,0.35,0.57,0.79,0.76,0.76,0.56,0.49,0.67,0.65,0.73,0.73,0.75,0.74,0.4,0.28,0.3,0.31,0.43,0.75,0.75,0.79,0.72,0.69,0.64,0.59,0.53,0.55,0.48,0.55,0.33,0.29,0.31,0.46,0.63,0.78,0.76,0.71,0.56,0.44,0.65,0.65,0.67,0.55,0.39,0.41,0.4,0.4,0.57,0.55,0.43,0.38,0.44,0.51,0.27,0.19,0.47,0.49,0.55,0.35,0.44,0.44,0.41,0.36,0.47,0.37,0.34,0.37,0.5,0.52,0.37,0.33,0.39,0.38,0.39,0.43,0.47,0.24,0.23,0.34,0.53,0.48,0.53,0.53,0.59,0.52,0.44,0.43,0.38,0.27,0.37,0.62,0.48,0.33,0.33,0.36,0.48,0.44,0.49,0.49,0.58,0.59,0.28,0.22,0.38,0.4,0.35,0.31,0.38,0.42,0.43,0.38,0.21,0.16,0.1,0.12,0.22,0.29,0.29,0.18,0.24,0.22,0.23,0.28,0.28,0.31,0.37,0.37,0.39,0.4,0.32,0.25,0.2,0.12,0.29,0.27,0.2,0.23,0.32,0.28,0.29,0.4,0.42,0.44,0.46,0.46,0.48,0.49,0.48,0.45,0.34,0.29,0.34,0.4,0.35,0.31,0.44,0.44,0.43,0.42,0.42,0.43,0.42,0.41,0.4,0.41,0.43,0.42,0.42,0.28,0.25,0.42,0.43,0.43,0.44,0.43,0.41,0.41,0.4,0.4,0.4,0.38,0.37,0.36,0.24,0.22,0.39,0.4,0.4,0.41,0.42,0.43,0.44,0.43,0.42,0.42,0.41,0.4,0.4,0.39,0.21,0.39,0.4,0.4,0.41,0.43,0.43,0.43,0.44,0.44,0.44,0.43,0.41,0.4,0.38,0.38
bus,"A train traveling across a road in front of a school bus.",0.6,0.71,0.82,0.83,0.82,0.8,0.8,0.8,0.8,0.8,0.81,0.81,0.82,0.82,0.82,0.83,0.75,0.87,0.85,0.76,0.8,0.86,0.85,0.85,0.86,0.86,0.86,0.87,0.87,0.86,0.85,0.85,0.72,0.84,0.85,0.79,0.82,0.86,0.86,0.85,0.86,0.85,0.85,0.84,0.84,0.84,0.84,0.84,0.69,0.83,0.83,0.75,0.78,0.83,0.84,0.85,0.84,0.84,0.84,0.84,0.84,0.84,0.83,0.83,0.58,0.8,0.78,0.72,0.75,0.75,0.76,0.8,0.8,0.82,0.83,0.82,0.82,0.81,0.81,0.81,0.47,0.61,0.73,0.7,0.73,0.71,0.71,0.78,0.79,0.58,0.6,0.72,0.68,0.73,0.76,0.75,0.37,0.43,0.62,0.64,0.75,0.63,0.54,0.82,0.86,0.76,0.74,0.73,0.71,0.72,0.6,0.56,0.42,0.48,0.57,0.42,0.6,0.6,0.53,0.7,0.75,0.77,0.81,0.64,0.65,0.65,0.41,0.46,0.49,0.58,0.53,0.52,0.49,0.48,0.49,0.48,0.48,0.47,0.48,0.49,0.48,0.52,0.46,0.45,0.37,0.38,0.38,0.39,0.39,0.4,0.44,0.38,0.44,0.45,0.44,0.35,0.33,0.4,0.44,0.37,0.33,0.36,0.4,0.42,0.41,0.4,0.38,0.49,0.61,0.6,0.61,0.6,0.39,0.3,0.31,0.28,0.24,0.28,0.25,0.25,0.27,0.25,0.29,0.61,0.69,0.7,0.71,0.72,0.59,0.26,0.38,0.45,0.4,0.47,0.47,0.51,0.53,0.55,0.44,0.4,0.7,0.58,0.59,0.73,0.53,0.54,0.59,0.6,0.51,0.53,0.55,0.56,0.56,0.6,0.53,0.56,0.66,0.62,0.63,0.66,0.56,0.59,0.58,0.5,0.55,0.57,0.58,0.58,0.59,0.62,0.42,0.36,0.41,0.44,0.45,0.45,0.46,0.54,0.63,0.62,0.57,0.56,0.56,0.58,0.56,0.54,0.22,0.07,0.09,0.08,0.09,0.12,0.09,0.37,0.62,0.59
bus,"A political candidate advertisement on the side of a coach bus.",0.18,0.24,0.35,0.46,0.55,0.61,0.6,0.53,0.53,0.54,0.52,0.51,0.51,0.5,0.53,0.96,0.19,0.18,0.16,0.17,0.24,0.33,0.41,0.5,0.56,0.55,0.55,0.55,0.54,0.53,0.53,0.65,0.24,0.24,0.23,0.25,0.22,0.14,0.21,0.23,0.27,0.36,0.46,0.53,0.55,0.55,0.53,0.49,0.27,0.26,0.24,0.34,0.47,0.35,0.35,0.33,0.27,0.22,0.18,0.21,0.32,0.42,0.5,0.53,0.27,0.28,0.25,0.38,0.5,0.44,0.41,0.36,0.33,0.29,0.2,0.15,0.12,0.16,0.19,0.27,0.43,0.33,0.25,0.39,0.5,0.44,0.43,0.43,0.32,0.31,0.31,0.31,0.24,0.26,0.22,0.18,0.45,0.35,0.29,0.36,0.45,0.42,0.37,0.34,0.33,0.3,0.33,0.29,0.24,0.24,0.26,0.24,0.2,0.23,0.21,0.3,0.44,0.37,0.33,0.35,0.31,0.25,0.16,0.18,0.2,0.19,0.16,0.18,0.24,0.16,0.13,0.27,0.4,0.31,0.27,0.29,0.23,0.22,0.2,0.18,0.17,0.1,0.08,0.16,0.54,0.47,0.35,0.14,0.12,0.12,0.11,0.09,0.11,0.23,0.26,0.22,0.17,0.11,0.13,0.15,0.44,0.43,0.32,0.16,0.15,0.13,0.12,0.11,0.17,0.25,0.23,0.22,0.22,0.22,0.15,0.13,0.18,0.1,0.07,0.09,0.06,0.11,0.1,0.04,0.02,0.2,0.37,0.29,0.24,0.16,0.08,0.04,0.16,0.06,0.04,0.02,0.06,0.1,0.06,0.08,0.04,0.13,0.18,0.1,0.07,0.06,0.07,0.09,0.11,0.06,0.08,0.09,0.04,0.13,0.06,0.2,0.11,0.07,0.11,0.12,0.14,0.14,0.15,0.14,0.08,0.04,0.25,0.22,0.07,0.09,0.05,0.14,0.11,0.17,0.18,0.18,0.2,0.2,0.18,0.16,0.07,0.02,0.11,0.14,0.09,0.17,0.09,0.07,0.2,0.27,0.28,0.26,0.22,0.21,0.19,0.16
